(1, 1, 0, 0.196078)  MediumBlue
(0.711111, 0.533333, 0, 0.117647)  RoyalBlue
(1, 1, 0, 0)  Blue
(0.882353, 0.435294, 0, 0)  DodgerBlue
(1, 0.25098, 0, 0)  DeepSkyBlue
(0.425532, 0.123404, 0, 0.0784314)  SkyBlue
(0.46, 0.176, 0, 0.0196078)  LightSkyBlue
(0.611111, 0.277778, 0, 0.294118)  SteelBlue
(0.207207, 0.117117, 0, 0.129412)  LightSteelBlue
(0.247826, 0.0608696, 0, 0.0980392)  LightBlue
(0.234783, 0.026087, 0, 0.0980392)  PowderBlue
(0.264706, 0, 0, 0.0666667)  PaleTurquoise
(1, 0.0143541, 0, 0.180392)  DarkTurquoise
(0.655502, 0, 0.0239234, 0.180392)  MediumTurquoise
(0.714286, 0, 0.0714286, 0.121569)  Turquoise
(1, 0, 0, 0)  Cyan
(0.121569, 0, 0, 0)  LightCyan
(0.40625, 0.0125, 0, 0.372549)  CadetBlue
(0.502439, 0, 0.170732, 0.196078)  MediumAquamarine
(0.501961, 0, 0.168627, 0)  Aquamarine
(1, -1.41553e-16, 1, 0.607843)  DarkGreen
(0.205607, 1.32293e-16, 0.560748, 0.580392)  DarkOliveGreen
(0.239362, 0, 0.239362, 0.262745)  DarkSeaGreen
(0.669065, 0, 0.374101, 0.454902)  SeaGreen
(0.664804, 0, 0.368715, 0.298039)  MediumSeaGreen
(0.820225, 0, 0.0449438, 0.301961)  LightSeaGreen
(0.394422, 0, 0.394422, 0.0156863)  PaleGreen
(1, 0, 0.501961, 0)  SpringGreen
(0.507937, 0, 1, 0.0117647)  LawnGreen
(1, 0, 1, 0)  Green
(0.501961, 0, 1, 0)  Chartreuse
(1, 0, 0.384, 0.0196078)  MedSpringGreen
(0.321569, 0, 0.815686, 0)  GreenYellow
(0.756098, 0, 0.756098, 0.196078)  LimeGreen
(0.24878, 0, 0.756098, 0.196078)  YellowGreen
(0.755396, 0, 0.755396, 0.454902)  ForestGreen
(0.246479, 0, 0.753521, 0.443137)  OliveDrab
(0, 0.031746, 0.433862, 0.258824)  DarkKhaki
(0, 0.0252101, 0.285714, 0.0666667)  PaleGoldenrod
(0, 0, 0.16, 0.0196078)  LtGoldenrodYello
(0, 0, 0.121569, 0)  LightYellow
(0, 0, 1, 0)  Yellow
(0, 0.156863, 1, 0)  Gold
(0, 0.0714286, 0.453782, 0.0666667)  LightGoldenrod
(0, 0.243119, 0.853211, 0.145098)  goldenrod
(0, 0.271739, 0.940217, 0.278431)  DarkGoldenrod
(0, 0.239362, 0.239362, 0.262745)  RosyBrown
(0, 0.55122, 0.55122, 0.196078)  IndianRed
(0, 0.503597, 0.863309, 0.454902)  SaddleBrown
(0, 0.4875, 0.71875, 0.372549)  Sienna
(0, 0.35122, 0.692683, 0.196078)  Peru
(0, 0.171171, 0.391892, 0.129412)  Burlywood
(0, 0, 0.102041, 0.0392157)  Beige
(0, 0.0938776, 0.269388, 0.0392157)  Wheat
(0, 0.327869, 0.606557, 0.0431373)  SandyBrown
(0, 0.142857, 0.333333, 0.176471)  Tan
(0, 0.5, 0.857143, 0.176471)  Chocolate
(0, 0.808989, 0.808989, 0.301961)  Firebrick
(0, 0.745455, 0.745455, 0.352941)  Brown
(0, 0.356223, 0.476395, 0.0862745)  DarkSalmon
(0, 0.488, 0.544, 0.0196078)  Salmon
(0, 0.372549, 0.521569, 0)  LightSalmon
(0, 0.352941, 1, 0)  Orange
(0, 0.45098, 1, 0)  DarkOrange
(0, 0.501961, 0.686275, 0)  Coral
(0, 0.466667, 0.466667, 0.0588235)  LightCoral
(0, 0.611765, 0.721569, 0)  Tomato
(0, 0.729412, 1, 0)  OrangeRed
(0, 1, 1, 0)  Red
(0, 0.588235, 0.294118, 0)  HotPink
(0, 0.921569, 0.423529, 0)  DeepPink
(0, 0.247059, 0.203922, 0)  Pink
(0, 0.286275, 0.243137, 0)  LightPink
(0, 0.488584, 0.328767, 0.141176)  PaleVioletRed
(0, 0.727273, 0.454545, 0.309804)  Maroon
(0, 0.894472, 0.331658, 0.219608)  MediumVioletRed
(0, 0.846154, 0.307692, 0.184314)  VioletRed
(0, 1, 0, 0)  Magenta
(0, 0.453782, 0, 0.0666667)  Violet
(0, 0.276018, 0, 0.133333)  Plum
(0, 0.486239, 0.0183486, 0.145098)  Orchid
(0.118483, 0.597156, 0, 0.172549)  MediumOrchid
(0.25, 0.754902, 0, 0.2)  DarkOrchid
(0.298578, 1, 0, 0.172549)  DarkViolet
(0.389381, 0.809735, 0, 0.113725)  BlueViolet
(0.333333, 0.866667, 0, 0.0588235)  Purple
(0.328767, 0.488584, 0, 0.141176)  MediumPurple
(0, 0.115741, 0, 0.152941)  Thistle
(0, 0.0196078, 0.0196078, 0)  Snow1
(0, 0.0210084, 0.0210084, 0.0666667)  Snow2
(0, 0.0195122, 0.0195122, 0.196078)  Snow3
(0, 0.0143885, 0.0143885, 0.454902)  Snow4
(0, 0.0392157, 0.0666667, 0)  Seashell1
(0, 0.0378151, 0.0672269, 0.0666667)  Seashell2
(0, 0.0390244, 0.0682927, 0.196078)  Seashell3
(0, 0.0359712, 0.0647482, 0.454902)  Seashell4
(0, 0.0627451, 0.141176, 0)  AntiqueWhite1
(0, 0.0630252, 0.142857, 0.0666667)  AntiqueWhite2
(0, 0.0634146, 0.141463, 0.196078)  AntiqueWhite3
(0, 0.057554, 0.136691, 0.454902)  AntiqueWhite4
(0, 0.105882, 0.231373, 0)  Bisque1
(0, 0.105042, 0.231092, 0.0666667)  Bisque2
(0, 0.107317, 0.229268, 0.196078)  Bisque3
(0, 0.100719, 0.230216, 0.454902)  Bisque4
(0, 0.145098, 0.27451, 0)  PeachPuff1
(0, 0.147059, 0.273109, 0.0666667)  PeachPuff2
(0, 0.146341, 0.273171, 0.196078)  PeachPuff3
(0, 0.143885, 0.273381, 0.454902)  PeachPuff4
(0, 0.129412, 0.321569, 0)  NavajoWhite1
(0, 0.130252, 0.323529, 0.0666667)  NavajoWhite2
(0, 0.126829, 0.321951, 0.196078)  NavajoWhite3
(0, 0.129496, 0.323741, 0.454902)  NavajoWhite4
(0, 0.0196078, 0.196078, 0)  LemonChiffon1
(0, 0.0210084, 0.197479, 0.0666667)  LemonChiffon2
(0, 0.0195122, 0.195122, 0.196078)  LemonChiffon3
(0, 0.0143885, 0.194245, 0.454902)  LemonChiffon4
(0, 0.027451, 0.137255, 0)  Cornsilk1
(0, 0.0252101, 0.138655, 0.0666667)  Cornsilk2
(0, 0.0243902, 0.136585, 0.196078)  Cornsilk3
(0, 0.0215827, 0.136691, 0.454902)  Cornsilk4
(0, 0, 0.0588235, 0)  Ivory1
(0, 0, 0.0588235, 0.0666667)  Ivory2
(0, 0, 0.0585366, 0.196078)  Ivory3
(0, 0, 0.057554, 0.454902)  Ivory4
(0.0588235, 0, 0.0588235, 0)  Honeydew1
(0.0588235, 0, 0.0588235, 0.0666667)  Honeydew2
(0.0585366, 0, 0.0585366, 0.196078)  Honeydew3
(0.057554, 0, 0.057554, 0.454902)  Honeydew4
(0, 0.0588235, 0.0392157, 0)  LavenderBlush1
(0, 0.0588235, 0.0378151, 0.0666667)  LavenderBlush2
(0, 0.0585366, 0.0390244, 0.196078)  LavenderBlush3
(0, 0.057554, 0.0359712, 0.454902)  LavenderBlush4
(0, 0.105882, 0.117647, 0)  MistyRose1
(0, 0.105042, 0.117647, 0.0666667)  MistyRose2
(0, 0.107317, 0.117073, 0.196078)  MistyRose3
(0, 0.100719, 0.115108, 0.454902)  MistyRose4
(0.0588235, 0, 0, 0)  Azure1
(0.0588235, 0, 0, 0.0666667)  Azure2
(0.0585366, 0, 0, 0.196078)  Azure3
(0.057554, 0, 0, 0.454902)  Azure4
(0.486275, 0.564706, 0, 0)  SlateBlue1
(0.487395, 0.567227, 0, 0.0666667)  SlateBlue2
(0.487805, 0.565854, 0, 0.196078)  SlateBlue3
(0.489209, 0.568345, 0, 0.454902)  SlateBlue4
(0.717647, 0.537255, 0, 0)  RoyalBlue1
(0.718487, 0.537815, 0, 0.0666667)  RoyalBlue2
(0.717073, 0.536585, 0, 0.196078)  RoyalBlue3
(0.719424, 0.539568, 0, 0.454902)  RoyalBlue4
(1, 1, 0, 0)  Blue1
(1, 1, 0, 0.0666667)  Blue2
(1, 1, 0, 0.196078)  Blue3
(1, 1, 0, 0.454902)  Blue4
(0.882353, 0.435294, 0, 0)  DodgerBlue1
(0.882353, 0.436975, 0, 0.0666667)  DodgerBlue2
(0.882927, 0.434146, 0, 0.196078)  DodgerBlue3
(0.884892, 0.438849, 0, 0.454902)  DodgerBlue4
(0.611765, 0.278431, 0, 0)  SteelBlue1
(0.613445, 0.277311, 0, 0.0666667)  SteelBlue2
(0.614634, 0.278049, 0, 0.196078)  SteelBlue3
(0.611511, 0.280576, 0, 0.454902)  SteelBlue4
(1, 0.25098, 0, 0)  DeepSkyBlue1
(1, 0.252101, 0, 0.0666667)  DeepSkyBlue2
(1, 0.24878, 0, 0.196078)  DeepSkyBlue3
(1, 0.251799, 0, 0.454902)  DeepSkyBlue4
(0.470588, 0.192157, 0, 0)  SkyBlue1
(0.470588, 0.193277, 0, 0.0666667)  SkyBlue2
(0.473171, 0.190244, 0, 0.196078)  SkyBlue3
(0.467626, 0.194245, 0, 0.454902)  SkyBlue4
(0.309804, 0.113725, 0, 0)  LightSkyBlue1
(0.310924, 0.113445, 0, 0.0666667)  LightSkyBlue2
(0.312195, 0.112195, 0, 0.196078)  LightSkyBlue3
(0.309353, 0.115108, 0, 0.454902)  LightSkyBlue4
(0.223529, 0.113725, 0, 0)  SlateGray1
(0.222689, 0.113445, 0, 0.0666667)  SlateGray2
(0.22439, 0.112195, 0, 0.196078)  SlateGray3
(0.223022, 0.115108, 0, 0.454902)  SlateGray4
(0.207843, 0.117647, 0, 0)  LightSteelBlue1
(0.210084, 0.117647, 0, 0.0666667)  LightSteelBlue2
(0.209756, 0.117073, 0, 0.196078)  LightSteelBlue3
(0.208633, 0.115108, 0, 0.454902)  LightSteelBlue4
(0.25098, 0.0627451, 0, 0)  LightBlue1
(0.252101, 0.0630252, 0, 0.0666667)  LightBlue2
(0.24878, 0.0634146, 0, 0.196078)  LightBlue3
(0.251799, 0.057554, 0, 0.454902)  LightBlue4
(0.121569, 0, 0, 0)  LightCyan1
(0.121849, 0, 0, 0.0666667)  LightCyan2
(0.121951, 0, 0, 0.196078)  LightCyan3
(0.122302, 0, 0, 0.454902)  LightCyan4
(0.266667, 0, 0, 0)  PaleTurquoise1
(0.268908, 0, 0, 0.0666667)  PaleTurquoise2
(0.268293, 0, 0, 0.196078)  PaleTurquoise3
(0.266187, 0, 0, 0.454902)  PaleTurquoise4
(0.403922, 0.0392157, 0, 0)  CadetBlue1
(0.403361, 0.0378151, 0, 0.0666667)  CadetBlue2
(0.404878, 0.0390244, 0, 0.196078)  CadetBlue3
(0.402878, 0.0359712, 0, 0.454902)  CadetBlue4
(1, 0.0392157, 0, 0)  Turquoise1
(1, 0.0378151, 0, 0.0666667)  Turquoise2
(1, 0.0390244, 0, 0.196078)  Turquoise3
(1, 0.0359712, 0, 0.454902)  Turquoise4
(1, 0, 0, 0)  Cyan1
(1, 0, 0, 0.0666667)  Cyan2
(1, 0, 0, 0.196078)  Cyan3
(1, 0, 0, 0.454902)  Cyan4
(0.407843, 0, 0, 0)  DarkSlateGray1
(0.407563, 0, 0, 0.0666667)  DarkSlateGray2
(0.409756, 0, 0, 0.196078)  DarkSlateGray3
(0.410072, 0, 0, 0.454902)  DarkSlateGray4
(0.501961, 0, 0.168627, 0)  Aquamarine1
(0.504202, 0, 0.168067, 0.0666667)  Aquamarine2
(0.502439, 0, 0.170732, 0.196078)  Aquamarine3
(0.503597, 0, 0.165468, 0.454902)  Aquamarine4
(0.243137, 0, 0.243137, 0)  DarkSeaGreen1
(0.243697, 0, 0.243697, 0.0666667)  DarkSeaGreen2
(0.243902, 0, 0.243902, 0.196078)  DarkSeaGreen3
(0.244604, 0, 0.244604, 0.454902)  DarkSeaGreen4
(0.670588, 0, 0.376471, 0)  SeaGreen1
(0.672269, 0, 0.378151, 0.0666667)  SeaGreen2
(0.673171, 0, 0.37561, 0.196078)  SeaGreen3
(0.669065, 0, 0.374101, 0.454902)  SeaGreen4
(0.396078, 0, 0.396078, 0)  PaleGreen1
(0.394958, 0, 0.394958, 0.0666667)  PaleGreen2
(0.395122, 0, 0.395122, 0.196078)  PaleGreen3
(0.395683, 0, 0.395683, 0.454902)  PaleGreen4
(1, 0, 0.501961, 0)  SpringGreen1
(1, 0, 0.504202, 0.0666667)  SpringGreen2
(1, 0, 0.502439, 0.196078)  SpringGreen3
(1, 0, 0.503597, 0.454902)  SpringGreen4
(1, 0, 1, 0)  Green1
(1, 0, 1, 0.0666667)  Green2
(1, 0, 1, 0.196078)  Green3
(1, 0, 1, 0.454902)  Green4
(0.501961, 0, 1, 0)  Chartreuse1
(0.504202, 0, 1, 0.0666667)  Chartreuse2
(0.502439, 0, 1, 0.196078)  Chartreuse3
(0.503597, 0, 1, 0.454902)  Chartreuse4
(0.247059, 0, 0.756863, 0)  OliveDrab1
(0.247899, 0, 0.756303, 0.0666667)  OliveDrab2
(0.24878, 0, 0.756098, 0.196078)  OliveDrab3
(0.244604, 0, 0.755396, 0.454902)  OliveDrab4
(0.207843, 0, 0.560784, 0)  DarkOliveGreen1
(0.210084, 0, 0.563025, 0.0666667)  DarkOliveGreen2
(0.209756, 0, 0.560976, 0.196078)  DarkOliveGreen3
(0.208633, 0, 0.561151, 0.454902)  DarkOliveGreen4
(0, 0.0352941, 0.439216, 0)  Khaki1
(0, 0.0336134, 0.441176, 0.0666667)  Khaki2
(0, 0.0341463, 0.439024, 0.196078)  Khaki3
(0, 0.0359712, 0.438849, 0.454902)  Khaki4
(0, 0.0745098, 0.454902, 0)  LightGoldenrod1
(0, 0.0756303, 0.453782, 0.0666667)  LightGoldenrod2
(0, 0.0731707, 0.453659, 0.196078)  LightGoldenrod3
(0, 0.0719424, 0.453237, 0.454902)  LightGoldenrod4
(0, 0, 0.121569, 0)  LightYellow1
(0, 0, 0.121849, 0.0666667)  LightYellow2
(0, 0, 0.121951, 0.196078)  LightYellow3
(0, 0, 0.122302, 0.454902)  LightYellow4
(0, 0, 1, 0)  Yellow1
(0, 0, 1, 0.0666667)  Yellow2
(0, 0, 1, 0.196078)  Yellow3
(0, 0, 1, 0.454902)  Yellow4
(0, 0.156863, 1, 0)  Gold1
(0, 0.155462, 1, 0.0666667)  Gold2
(0, 0.156098, 1, 0.196078)  Gold3
(0, 0.158273, 1, 0.454902)  Gold4
(0, 0.243137, 0.854902, 0)  Goldenrod1
(0, 0.243697, 0.857143, 0.0666667)  Goldenrod2
(0, 0.243902, 0.858537, 0.196078)  Goldenrod3
(0, 0.244604, 0.856115, 0.454902)  Goldenrod4
(0, 0.27451, 0.941176, 0)  DarkGoldenrod1
(0, 0.273109, 0.941176, 0.0666667)  DarkGoldenrod2
(0, 0.273171, 0.941463, 0.196078)  DarkGoldenrod3
(0, 0.273381, 0.942446, 0.454902)  DarkGoldenrod4
(0, 0.243137, 0.243137, 0)  RosyBrown1
(0, 0.243697, 0.243697, 0.0666667)  RosyBrown2
(0, 0.243902, 0.243902, 0.196078)  RosyBrown3
(0, 0.244604, 0.244604, 0.454902)  RosyBrown4
(0, 0.584314, 0.584314, 0)  IndianRed1
(0, 0.584034, 0.584034, 0.0666667)  IndianRed2
(0, 0.585366, 0.585366, 0.196078)  IndianRed3
(0, 0.582734, 0.582734, 0.454902)  IndianRed4
(0, 0.490196, 0.721569, 0)  Sienna1
(0, 0.491597, 0.722689, 0.0666667)  Sienna2
(0, 0.492683, 0.721951, 0.196078)  Sienna3
(0, 0.489209, 0.726619, 0.454902)  Sienna4
(0, 0.172549, 0.392157, 0)  Burlywood1
(0, 0.172269, 0.390756, 0.0666667)  Burlywood2
(0, 0.170732, 0.390244, 0.196078)  Burlywood3
(0, 0.172662, 0.388489, 0.454902)  Burlywood4
(0, 0.0941176, 0.270588, 0)  Wheat1
(0, 0.092437, 0.268908, 0.0666667)  Wheat2
(0, 0.0926829, 0.268293, 0.196078)  Wheat3
(0, 0.0935252, 0.266187, 0.454902)  Wheat4
(0, 0.352941, 0.690196, 0)  Tan1
(0, 0.352941, 0.693277, 0.0666667)  Tan2
(0, 0.35122, 0.692683, 0.196078)  Tan3
(0, 0.352518, 0.690647, 0.454902)  Tan4
(0, 0.501961, 0.858824, 0)  Chocolate1
(0, 0.504202, 0.861345, 0.0666667)  Chocolate2
(0, 0.502439, 0.858537, 0.196078)  Chocolate3
(0, 0.503597, 0.863309, 0.454902)  Chocolate4
(0, 0.811765, 0.811765, 0)  Firebrick1
(0, 0.815126, 0.815126, 0.0666667)  Firebrick2
(0, 0.814634, 0.814634, 0.196078)  Firebrick3
(0, 0.81295, 0.81295, 0.454902)  Firebrick4
(0, 0.74902, 0.74902, 0)  Brown1
(0, 0.752101, 0.752101, 0.0666667)  Brown2
(0, 0.75122, 0.75122, 0.196078)  Brown3
(0, 0.748201, 0.748201, 0.454902)  Brown4
(0, 0.45098, 0.588235, 0)  Salmon1
(0, 0.453782, 0.588235, 0.0666667)  Salmon2
(0, 0.453659, 0.590244, 0.196078)  Salmon3
(0, 0.453237, 0.589928, 0.454902)  Salmon4
(0, 0.372549, 0.521569, 0)  LightSalmon1
(0, 0.37395, 0.521008, 0.0666667)  LightSalmon2
(0, 0.370732, 0.521951, 0.196078)  LightSalmon3
(0, 0.374101, 0.52518, 0.454902)  LightSalmon4
(0, 0.352941, 1, 0)  Orange1
(0, 0.352941, 1, 0.0666667)  Orange2
(0, 0.35122, 1, 0.196078)  Orange3
(0, 0.352518, 1, 0.454902)  Orange4
(0, 0.501961, 1, 0)  DarkOrange1
(0, 0.504202, 1, 0.0666667)  DarkOrange2
(0, 0.502439, 1, 0.196078)  DarkOrange3
(0, 0.503597, 1, 0.454902)  DarkOrange4
(0, 0.552941, 0.662745, 0)  Coral1
(0, 0.554622, 0.663866, 0.0666667)  Coral2
(0, 0.556098, 0.663415, 0.196078)  Coral3
(0, 0.553957, 0.661871, 0.454902)  Coral4
(0, 0.611765, 0.721569, 0)  Tomato1
(0, 0.613445, 0.722689, 0.0666667)  Tomato2
(0, 0.614634, 0.721951, 0.196078)  Tomato3
(0, 0.611511, 0.726619, 0.454902)  Tomato4
(0, 0.729412, 1, 0)  OrangeRed1
(0, 0.731092, 1, 0.0666667)  OrangeRed2
(0, 0.731707, 1, 0.196078)  OrangeRed3
(0, 0.733813, 1, 0.454902)  OrangeRed4
(0, 1, 1, 0)  Red1
(0, 1, 1, 0.0666667)  Red2
(0, 1, 1, 0.196078)  Red3
(0, 1, 1, 0.454902)  Red4
(0, 0.921569, 0.423529, 0)  DeepPink1
(0, 0.92437, 0.42437, 0.0666667)  DeepPink2
(0, 0.921951, 0.42439, 0.196078)  DeepPink3
(0, 0.928058, 0.42446, 0.454902)  DeepPink4
(0, 0.568627, 0.294118, 0)  HotPink1
(0, 0.554622, 0.298319, 0.0666667)  HotPink2
(0, 0.531707, 0.297561, 0.196078)  HotPink3
(0, 0.582734, 0.294964, 0.454902)  HotPink4
(0, 0.290196, 0.227451, 0)  Pink1
(0, 0.289916, 0.226891, 0.0666667)  Pink2
(0, 0.292683, 0.229268, 0.196078)  Pink3
(0, 0.28777, 0.223022, 0.454902)  Pink4
(0, 0.317647, 0.27451, 0)  LightPink1
(0, 0.319328, 0.273109, 0.0666667)  LightPink2
(0, 0.317073, 0.273171, 0.196078)  LightPink3
(0, 0.316547, 0.273381, 0.454902)  LightPink4
(0, 0.490196, 0.329412, 0)  PaleVioletRed1
(0, 0.491597, 0.331933, 0.0666667)  PaleVioletRed2
(0, 0.492683, 0.331707, 0.196078)  PaleVioletRed3
(0, 0.489209, 0.330935, 0.454902)  PaleVioletRed4
(0, 0.796078, 0.298039, 0)  Maroon1
(0, 0.798319, 0.298319, 0.0666667)  Maroon2
(0, 0.8, 0.297561, 0.196078)  Maroon3
(0, 0.798561, 0.294964, 0.454902)  Maroon4
(0, 0.756863, 0.411765, 0)  VioletRed1
(0, 0.756303, 0.411765, 0.0666667)  VioletRed2
(0, 0.756098, 0.414634, 0.196078)  VioletRed3
(0, 0.755396, 0.410072, 0.454902)  VioletRed4
(0, 1, 0, 0)  Magenta1
(0, 1, 0, 0.0666667)  Magenta2
(0, 1, 0, 0.196078)  Magenta3
(0, 1, 0, 0.454902)  Magenta4
(0, 0.486275, 0.0196078, 0)  Orchid1
(0, 0.487395, 0.0210084, 0.0666667)  Orchid2
(0, 0.487805, 0.0195122, 0.196078)  Orchid3
(0, 0.489209, 0.0143885, 0.454902)  Orchid4
(0, 0.266667, 0, 0)  Plum1
(0, 0.268908, 0, 0.0666667)  Plum2
(0, 0.268293, 0, 0.196078)  Plum3
(0, 0.266187, 0, 0.454902)  Plum4
(0.121569, 0.6, 0, 0)  MediumOrchid1
(0.121849, 0.60084, 0, 0.0666667)  MediumOrchid2
(0.121951, 0.6, 0, 0.196078)  MediumOrchid3
(0.122302, 0.604317, 0, 0.454902)  MediumOrchid4
(0.25098, 0.756863, 0, 0)  DarkOrchid1
(0.252101, 0.756303, 0, 0.0666667)  DarkOrchid2
(0.24878, 0.756098, 0, 0.196078)  DarkOrchid3
(0.251799, 0.755396, 0, 0.454902)  DarkOrchid4
(0.392157, 0.811765, 0, 0)  Purple1
(0.390756, 0.815126, 0, 0.0666667)  Purple2
(0.390244, 0.814634, 0, 0.196078)  Purple3
(0.388489, 0.81295, 0, 0.454902)  Purple4
(0.329412, 0.490196, 0, 0)  MediumPurple1
(0.331933, 0.491597, 0, 0.0666667)  MediumPurple2
(0.331707, 0.492683, 0, 0.196078)  MediumPurple3
(0.330935, 0.489209, 0, 0.454902)  MediumPurple4
(0, 0.117647, 0, 0)  Thistle1
(0, 0.117647, 0, 0.0666667)  Thistle2
(0, 0.117073, 0, 0.196078)  Thistle3
(0, 0.115108, 0, 0.454902)  Thistle4
(5.05548e-16, 5.05548e-16, 5.05548e-16, 0.890196)  grey11
(1.31068e-16, 1.31068e-16, 1.31068e-16, 0.788235)  grey21
(0, 0, 0, 0.690196)  grey31
(0, 0, 0, 0.588235)  grey41
(0, 0, 0, 0.490196)  grey51
(0, 0, 0, 0.388235)  grey61
(0, 0, 0, 0.290196)  grey71
(0, 0, 0, 0.188235)  gray81
(0, 0, 0, 0.0901961)  gray91
(0, 0, 0, 0.337255)  DarkGrey
(1, 1, 0, 0.454902)  DarkBlue
(1, 0, 0, 0.454902)  DarkCyan
(0, 1, 0, 0.454902)  DarkMagenta
(0, 1, 1, 0.454902)  DarkRed
(0.394958, 0, 0.394958, 0.0666667)  LightGreen
